id,Gender,Age,Driving_License,Licence_Type,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Seniority,Target
53212,Female,24,1,M,8,Yes,< 1 Year,No,68461,152,14,0
53213,Female,68,1,C,28,No,1-2 Year,Yes,46293,124,56,0
53214,Female,25,1,A,6,Yes,< 1 Year,No,19656,152,31,0
53215,Female,48,1,D,8,No,1-2 Year,Yes,46380,124,165,0
53216,Male,23,1,D,39,Yes,< 1 Year,No,34682,152,123,0
53217,Male,51,1,A,28,No,> 2 Years,Yes,55711,26,180,1
53218,Female,40,1,C,2,No,1-2 Year,Yes,34512,152,49,0
53219,Male,21,1,D,45,No,< 1 Year,Yes,25080,160,172,1
53220,Male,30,1,D,28,No,1-2 Year,Yes,2630,156,221,0
53221,Male,36,1,M,15,Yes,1-2 Year,No,29544,154,60,0
53222,Female,22,1,C,35,No,< 1 Year,Yes,29288,152,171,0
53223,Female,23,1,B,15,No,< 1 Year,No,43302,152,188,0
53224,Male,28,1,B,28,No,1-2 Year,Yes,37122,124,266,1
53225,Female,25,1,D,1,No,< 1 Year,Yes,2630,152,174,0
53226,Female,43,1,M,28,Yes,1-2 Year,No,38782,26,74,0
53227,Female,61,1,A,20,Yes,1-2 Year,No,2630,122,179,0
53228,Female,24,1,D,24,Yes,< 1 Year,No,2630,152,125,0
53229,Male,28,0,,8,Yes,< 1 Year,No,38290,152,159,0
53230,Male,61,1,D,28,Yes,1-2 Year,No,41373,122,115,0
53231,Male,51,1,B,15,Yes,1-2 Year,No,26313,14,85,0
53232,Male,52,1,B,31,No,1-2 Year,Yes,2630,26,108,1
53233,Male,21,1,C,8,No,< 1 Year,Yes,71333,152,117,0
53234,Male,31,0,,32,Yes,< 1 Year,No,38200,152,289,0
53235,Female,32,1,C,8,No,< 1 Year,Yes,69784,26,175,0
53236,Male,45,1,C,36,Yes,1-2 Year,No,30353,163,16,0
53237,Female,23,1,M,30,Yes,< 1 Year,No,36095,152,32,0
53238,Male,51,1,M,29,Yes,1-2 Year,No,62204,124,80,0
53239,Female,24,1,A,15,No,< 1 Year,Yes,27738,152,293,0
53240,Male,47,1,C,28,No,1-2 Year,Yes,38828,122,165,1
53241,Male,61,1,D,8,Yes,1-2 Year,No,33176,26,19,0
53242,Male,28,1,A,18,No,< 1 Year,No,22937,152,232,0
53243,Female,21,1,B,8,No,< 1 Year,Yes,51428,160,291,0
53244,Female,41,1,B,28,No,1-2 Year,Yes,76512,55,224,0
53245,Female,23,1,B,36,Yes,< 1 Year,No,30269,152,181,0
53246,Female,22,1,M,6,Yes,< 1 Year,No,34709,152,155,0
53247,Male,72,1,D,28,Yes,1-2 Year,No,33002,26,179,0
53248,Female,29,1,C,28,No,< 1 Year,Yes,23210,152,134,1
53249,Female,22,1,C,13,Yes,< 1 Year,No,2630,26,165,0
53250,Male,46,1,A,41,No,1-2 Year,Yes,23231,26,55,1
53251,Female,41,0,,47,No,1-2 Year,Yes,2630,124,206,0
53252,Female,25,1,B,27,No,< 1 Year,No,23489,152,130,0
53253,Male,36,1,B,34,No,1-2 Year,No,2630,156,253,1
53254,Male,26,0,,30,No,< 1 Year,Yes,30465,152,49,1
53255,Male,44,1,D,28,No,1-2 Year,Yes,2630,154,216,1
53256,Female,23,1,A,41,Yes,< 1 Year,No,28720,152,145,0
53257,Female,42,1,B,47,No,1-2 Year,No,23528,152,13,0
53258,Male,23,1,A,47,Yes,< 1 Year,No,35226,152,272,0
53259,Male,33,1,D,28,No,1-2 Year,Yes,35628,154,227,1
53260,Male,31,1,M,41,No,< 1 Year,No,48475,152,250,0
53261,Female,31,1,B,18,No,1-2 Year,Yes,51902,26,73,1
53262,Male,29,1,D,41,Yes,< 1 Year,No,29555,152,50,0
53263,Female,38,1,M,28,Yes,1-2 Year,No,32889,124,137,0
53264,Male,40,1,B,28,No,1-2 Year,Yes,61568,7,226,1
53265,Male,28,1,A,15,No,< 1 Year,Yes,32855,152,50,0
53266,Female,24,1,A,17,No,< 1 Year,Yes,2630,152,229,0
53267,Male,65,1,D,34,Yes,1-2 Year,No,44548,26,88,0
53268,Female,45,1,A,6,No,> 2 Years,Yes,68872,26,165,1
53269,Male,31,1,M,38,Yes,1-2 Year,No,29122,124,164,0
53270,Female,50,1,M,29,No,1-2 Year,Yes,37641,124,227,0
53271,Male,45,1,M,28,No,1-2 Year,Yes,42751,122,115,1
53272,Female,51,1,D,28,No,1-2 Year,No,59744,55,75,0
53273,Female,40,1,C,28,No,1-2 Year,Yes,43332,26,165,1
53274,Male,31,1,A,29,No,< 1 Year,Yes,20447,124,278,1
53275,Female,26,1,A,47,No,< 1 Year,Yes,31630,152,75,0
53276,Female,28,1,M,50,Yes,< 1 Year,No,53021,152,77,0
53277,Male,52,1,C,12,No,1-2 Year,Yes,31787,124,174,1
53278,Male,20,1,C,8,No,< 1 Year,Yes,30479,160,193,0
53279,Female,24,1,M,46,Yes,< 1 Year,No,26192,152,72,0
53280,Female,30,0,,30,Yes,< 1 Year,No,28920,152,27,0
53281,Female,22,1,C,8,Yes,< 1 Year,No,31482,152,46,0
53282,Female,45,1,M,33,Yes,1-2 Year,No,2630,26,295,0
53283,Female,25,1,C,25,Yes,< 1 Year,No,59751,152,150,0
53284,Male,24,1,A,30,Yes,< 1 Year,No,32304,152,253,0
53285,Female,46,1,B,20,No,1-2 Year,Yes,2630,26,185,0
53286,Female,52,1,M,28,No,1-2 Year,Yes,49820,124,21,1
53287,Female,42,1,A,45,No,1-2 Year,Yes,2630,156,208,0
53288,Female,24,1,B,3,Yes,< 1 Year,No,23812,152,141,0
53289,Male,60,1,C,33,No,1-2 Year,Yes,32198,152,162,0
53290,Male,40,1,B,30,No,1-2 Year,Yes,19486,124,160,0
53291,Female,25,1,C,36,Yes,< 1 Year,No,31747,152,44,0
53292,Male,54,1,M,28,No,> 2 Years,Yes,63109,37,214,1
53293,Male,44,1,M,24,No,1-2 Year,Yes,2630,145,114,1
53294,Male,62,1,C,28,No,1-2 Year,Yes,27282,26,203,1
53295,Female,43,1,D,48,No,1-2 Year,Yes,2630,124,270,0
53296,Male,22,1,B,39,No,< 1 Year,No,2630,152,104,0
53297,Female,29,1,C,37,No,< 1 Year,Yes,27135,152,145,0
53298,Female,23,1,D,27,Yes,< 1 Year,No,35893,152,168,0
53299,Male,44,1,M,28,No,1-2 Year,Yes,23966,124,253,0
53300,Male,58,1,A,24,No,1-2 Year,Yes,2630,157,162,1
53301,Female,24,1,M,35,Yes,< 1 Year,No,23132,152,168,0
53302,Male,54,1,D,28,No,1-2 Year,Yes,38071,26,142,0
53303,Male,37,1,M,31,No,1-2 Year,Yes,2630,157,140,1
53304,Male,45,0,,28,No,1-2 Year,Yes,34453,13,192,1
53305,Female,22,1,D,41,Yes,< 1 Year,No,26098,152,256,0
53306,Female,40,1,D,30,No,1-2 Year,Yes,26564,26,192,1
53307,Male,44,1,C,8,No,1-2 Year,No,36697,26,20,0
53308,Female,23,0,,26,Yes,< 1 Year,No,41266,151,86,0
53309,Male,22,1,B,28,No,< 1 Year,Yes,24633,152,190,1
53310,Male,62,1,A,28,No,1-2 Year,Yes,49248,124,185,1
53311,Male,22,1,D,30,Yes,< 1 Year,No,29510,160,196,0
53312,Female,21,1,C,36,No,< 1 Year,No,2630,163,125,0
53313,Female,44,1,B,3,No,1-2 Year,Yes,19463,26,212,1
53314,Female,25,1,B,8,Yes,< 1 Year,No,24771,26,160,0
53315,Female,27,1,B,18,Yes,< 1 Year,No,25449,152,72,0
53316,Male,41,1,D,28,No,1-2 Year,Yes,42120,122,81,0
53317,Male,47,1,D,45,No,1-2 Year,Yes,2630,124,239,0
53318,Male,38,1,B,29,No,1-2 Year,Yes,2630,157,125,1
53319,Female,42,1,M,28,No,> 2 Years,Yes,36094,26,195,0
53320,Male,30,1,A,39,No,< 1 Year,Yes,34851,26,140,1
53321,Male,32,0,,29,No,1-2 Year,Yes,2630,156,257,0
53322,Female,28,1,B,28,Yes,< 1 Year,No,24466,152,119,0
53323,Female,76,1,B,8,No,1-2 Year,Yes,51206,124,223,0
53324,Female,27,1,C,38,No,1-2 Year,Yes,30725,154,236,1
53325,Female,66,1,D,8,No,1-2 Year,No,49500,26,114,0
53326,Female,47,1,B,7,No,1-2 Year,Yes,31760,124,215,1
53327,Male,54,1,B,28,No,1-2 Year,Yes,2630,124,166,1
53328,Male,24,1,M,37,No,< 1 Year,Yes,39886,152,116,0
53329,Female,32,1,C,47,No,1-2 Year,Yes,2630,156,260,1
53330,Female,23,1,B,25,No,< 1 Year,Yes,30523,152,199,0
53331,Male,25,1,B,21,Yes,< 1 Year,No,21364,152,259,0
53332,Male,36,1,M,28,Yes,1-2 Year,No,32023,152,212,0
53333,Male,44,1,C,36,No,1-2 Year,Yes,36770,26,203,0
53334,Male,56,1,B,44,No,1-2 Year,Yes,39159,154,69,1
53335,Male,22,1,C,28,Yes,< 1 Year,No,29851,152,232,0
53336,Male,28,1,M,28,No,< 1 Year,Yes,49104,152,237,1
53337,Male,42,1,D,8,No,1-2 Year,Yes,35656,124,136,0
53338,Female,74,0,,41,No,1-2 Year,Yes,37065,12,252,1
53339,Female,49,1,D,28,No,1-2 Year,Yes,38511,26,92,1
53340,Male,54,1,D,28,No,1-2 Year,Yes,37604,26,252,0
53341,Male,39,1,A,46,Yes,1-2 Year,No,24188,152,160,0
53342,Female,31,1,D,30,No,1-2 Year,Yes,2630,156,193,0
53343,Female,56,1,D,28,No,1-2 Year,Yes,31285,122,278,0
53344,Male,43,1,A,26,No,1-2 Year,No,26485,124,265,0
53345,Female,25,1,D,8,No,< 1 Year,Yes,40931,152,92,0
53346,Female,68,1,C,15,No,1-2 Year,Yes,2630,26,180,1
53347,Female,20,1,B,50,Yes,< 1 Year,No,2630,160,79,0
53348,Female,22,1,D,2,No,< 1 Year,Yes,39671,160,245,0
53349,Female,27,1,M,47,Yes,< 1 Year,No,35536,152,63,0
53350,Female,23,1,C,15,No,< 1 Year,Yes,31445,152,15,0
53351,Male,28,1,D,28,No,< 1 Year,Yes,43114,26,249,0
53352,Female,74,1,C,28,No,1-2 Year,Yes,44560,55,202,0
53353,Male,67,0,,28,No,1-2 Year,Yes,58615,26,96,0
53354,Female,38,1,A,30,Yes,1-2 Year,No,2630,124,82,0
53355,Female,30,1,D,50,No,< 1 Year,Yes,36011,152,225,0
53356,Female,48,1,A,28,No,> 2 Years,Yes,2630,154,138,0
53357,Male,45,1,D,28,No,1-2 Year,Yes,51939,79,65,0
53358,Male,48,1,D,28,No,1-2 Year,Yes,62111,124,200,0
53359,Female,39,1,M,8,Yes,1-2 Year,No,53387,7,290,0
53360,Male,58,1,M,41,Yes,1-2 Year,No,33589,26,232,0
53361,Female,48,1,M,28,No,1-2 Year,Yes,25682,124,96,1
53362,Male,21,1,M,8,Yes,< 1 Year,No,38325,152,105,0
53363,Male,64,1,A,35,No,> 2 Years,Yes,29547,124,53,1
53364,Male,24,1,D,30,No,< 1 Year,Yes,23495,152,225,1
53365,Male,44,1,M,3,No,1-2 Year,Yes,2630,157,184,0
53366,Female,44,1,B,46,No,1-2 Year,Yes,36289,124,278,0
53367,Female,23,1,B,14,Yes,< 1 Year,No,23306,152,193,0
53368,Male,28,1,M,29,Yes,< 1 Year,No,30751,152,106,0
53369,Male,23,1,D,29,Yes,< 1 Year,No,38622,152,170,0
53370,Male,44,1,M,28,No,1-2 Year,Yes,26213,26,166,1
53371,Male,71,1,A,28,No,1-2 Year,Yes,90834,26,101,1
53372,Female,28,1,A,6,Yes,< 1 Year,No,24944,152,221,0
53373,Male,53,1,A,46,Yes,1-2 Year,No,2630,124,110,0
53374,Female,46,1,D,28,No,1-2 Year,Yes,60034,26,243,1
53375,Male,60,1,D,15,No,1-2 Year,Yes,43258,124,44,1
53376,Female,79,1,C,28,No,1-2 Year,Yes,29482,124,224,0
53377,Female,21,0,,15,Yes,< 1 Year,No,43107,152,80,0
53378,Female,54,0,,8,No,1-2 Year,Yes,25733,124,27,1
53379,Female,22,1,A,13,No,< 1 Year,Yes,19549,152,83,0
53380,Male,28,0,,21,No,1-2 Year,Yes,31074,156,117,0
53381,Male,40,1,A,28,Yes,1-2 Year,No,66508,122,274,0
53382,Female,33,1,B,28,No,1-2 Year,Yes,63934,124,76,0
53383,Male,28,1,A,35,Yes,< 1 Year,No,27983,152,43,0
53384,Female,27,1,A,28,Yes,< 1 Year,No,51582,152,175,0
53385,Male,44,1,A,28,No,1-2 Year,Yes,32201,26,84,1
53386,Male,31,1,C,28,Yes,1-2 Year,No,37225,26,185,0
53387,Female,30,1,M,18,Yes,< 1 Year,No,16566,152,69,0
53388,Female,40,1,D,28,No,1-2 Year,Yes,47942,26,139,0
53389,Female,62,0,,28,Yes,1-2 Year,No,38743,26,213,0
53390,Female,49,1,M,46,No,1-2 Year,Yes,27891,154,149,1
53391,Male,35,1,C,11,Yes,1-2 Year,Yes,2630,26,168,0
53392,Female,24,1,C,33,Yes,< 1 Year,No,31281,152,57,0
53393,Male,41,1,A,35,No,1-2 Year,Yes,25514,26,142,1
53394,Female,23,1,D,46,Yes,< 1 Year,No,27809,152,297,0
53395,Female,73,1,D,28,No,1-2 Year,Yes,29050,26,98,0
53396,Male,57,1,D,8,No,1-2 Year,Yes,28756,30,119,0
53397,Female,45,1,D,46,No,1-2 Year,Yes,32123,11,273,1
53398,Male,56,0,,8,No,> 2 Years,Yes,49774,124,260,1
53399,Male,31,1,D,28,No,< 1 Year,Yes,31010,124,21,1
53400,Female,43,1,D,2,Yes,1-2 Year,No,29423,130,244,0
53401,Female,67,1,C,33,No,> 2 Years,Yes,41336,26,133,1
53402,Male,48,1,D,28,No,1-2 Year,Yes,37187,122,228,1
53403,Female,50,1,C,28,No,> 2 Years,Yes,38646,26,234,1
53404,Female,44,1,B,12,No,1-2 Year,Yes,2630,26,42,1
53405,Female,24,1,A,11,Yes,< 1 Year,No,27170,152,156,0
53406,Female,43,1,A,14,No,1-2 Year,Yes,37911,124,30,1
53407,Male,21,1,A,33,No,< 1 Year,No,2630,160,146,0
53408,Male,25,1,D,28,Yes,< 1 Year,No,43103,152,127,0
53409,Male,46,1,M,37,No,1-2 Year,Yes,34134,124,243,0
53410,Male,40,1,D,11,No,1-2 Year,Yes,33201,26,65,1
53411,Male,55,1,B,8,No,1-2 Year,Yes,38229,26,61,1
53412,Male,22,1,A,15,No,< 1 Year,No,35842,152,149,0
53413,Female,45,1,C,35,No,1-2 Year,Yes,42280,124,205,0
53414,Female,23,1,A,15,Yes,< 1 Year,No,29531,152,72,0
53415,Female,25,1,D,25,No,< 1 Year,Yes,46305,152,37,0
53416,Male,54,1,B,2,No,> 2 Years,Yes,33525,124,277,0
53417,Male,52,1,D,48,No,1-2 Year,Yes,2630,26,223,1
53418,Female,23,1,C,15,Yes,< 1 Year,No,24074,152,283,0
53419,Female,50,1,D,28,No,> 2 Years,Yes,2630,124,173,1
53420,Male,23,1,M,28,Yes,< 1 Year,No,40213,153,155,0
53421,Male,37,1,A,50,Yes,1-2 Year,No,2630,124,237,0
53422,Male,23,1,M,3,Yes,< 1 Year,No,56551,152,123,0
53423,Male,51,1,B,12,No,1-2 Year,Yes,28194,124,152,0
53424,Male,46,1,M,28,No,1-2 Year,Yes,50303,122,280,0
53425,Male,54,1,B,30,No,1-2 Year,Yes,43470,124,82,0
53426,Male,59,1,D,28,No,> 2 Years,Yes,37587,26,178,0
53427,Male,71,1,M,22,No,1-2 Year,Yes,24056,124,60,1
53428,Female,35,1,B,32,No,1-2 Year,Yes,2630,124,144,0
53429,Male,31,1,B,40,No,< 1 Year,Yes,32940,124,283,0
53430,Male,33,1,D,34,No,1-2 Year,Yes,2630,156,167,1
53431,Female,22,1,C,8,Yes,< 1 Year,No,30329,152,31,0
53432,Male,45,1,M,24,No,1-2 Year,Yes,51117,124,224,1
53433,Female,53,1,B,46,Yes,1-2 Year,No,2630,160,219,0
53434,Female,24,1,C,28,Yes,< 1 Year,No,347606,152,176,0
53435,Male,45,1,B,28,No,1-2 Year,Yes,33730,26,150,1
53436,Male,42,1,D,41,No,1-2 Year,Yes,28891,124,154,0
53437,Female,29,1,D,18,No,< 1 Year,Yes,21269,152,267,0
53438,Female,38,1,D,8,No,1-2 Year,Yes,45919,7,33,0
53439,Female,23,1,C,50,Yes,< 1 Year,No,25424,152,73,0
53440,Female,34,1,D,28,No,1-2 Year,Yes,39774,124,85,1
53441,Female,22,1,A,9,Yes,< 1 Year,No,2630,152,86,0
53442,Female,32,1,B,41,Yes,< 1 Year,No,23737,152,109,0
53443,Male,21,1,A,16,No,< 1 Year,Yes,15970,152,246,0
53444,Male,29,1,C,28,No,< 1 Year,Yes,67564,152,239,0
53445,Male,80,1,A,8,Yes,1-2 Year,No,43073,7,166,0
53446,Male,37,1,M,50,No,1-2 Year,Yes,35969,124,132,1
53447,Male,67,1,A,28,Yes,1-2 Year,No,50480,122,19,0
53448,Male,24,1,M,6,Yes,< 1 Year,No,39430,152,177,0
53449,Male,56,1,C,8,No,1-2 Year,No,66948,26,32,1
53450,Female,74,1,B,33,Yes,1-2 Year,No,30949,124,128,0
53451,Male,21,1,C,33,Yes,< 1 Year,No,27722,152,223,0
53452,Male,46,1,B,47,No,1-2 Year,Yes,30407,16,36,0
53453,Female,25,1,D,41,Yes,< 1 Year,No,45047,152,134,0
53454,Male,56,1,B,28,No,1-2 Year,Yes,2630,26,58,1
53455,Male,43,1,M,8,Yes,1-2 Year,No,2630,26,56,0
53456,Male,45,1,A,36,No,1-2 Year,Yes,34848,124,15,1
53457,Male,28,0,,28,Yes,< 1 Year,No,42800,152,71,0
53458,Female,26,1,B,28,Yes,< 1 Year,No,43231,152,155,0
53459,Female,24,1,A,24,Yes,< 1 Year,No,22772,152,190,0
53460,Male,46,1,C,35,No,1-2 Year,Yes,34751,124,271,1
53461,Male,43,1,D,28,No,1-2 Year,Yes,50800,122,299,0
53462,Female,39,1,A,28,No,> 2 Years,Yes,50549,26,15,1
53463,Male,20,1,D,46,Yes,< 1 Year,No,31228,160,232,0
53464,Female,47,1,A,48,Yes,1-2 Year,No,2630,15,233,0
53465,Male,25,1,A,8,Yes,< 1 Year,No,27210,152,184,0
53466,Female,59,1,A,15,No,1-2 Year,Yes,46650,26,104,1
53467,Female,27,1,C,28,Yes,< 1 Year,No,61898,152,179,0
53468,Male,54,1,A,28,No,1-2 Year,Yes,61536,154,224,0
53469,Female,22,1,D,8,No,< 1 Year,Yes,49149,152,168,0
53470,Female,72,1,B,10,No,1-2 Year,Yes,22074,124,250,0
53471,Male,43,1,A,28,Yes,1-2 Year,No,27740,124,81,0
53472,Male,25,1,A,11,Yes,< 1 Year,No,30982,152,11,0
53473,Male,33,1,C,28,No,< 1 Year,Yes,39116,26,220,1
53474,Male,60,1,D,28,No,1-2 Year,Yes,31906,26,188,0
53475,Male,40,1,A,24,Yes,1-2 Year,No,25466,124,164,0
53476,Female,73,1,D,38,No,1-2 Year,Yes,31898,26,27,1
53477,Female,80,1,M,46,No,1-2 Year,Yes,33272,25,178,0
53478,Female,24,1,C,3,Yes,< 1 Year,No,23084,152,56,0
53479,Female,42,1,B,38,No,1-2 Year,Yes,33416,124,186,1
53480,Female,23,1,D,4,Yes,< 1 Year,No,34177,152,192,0
53481,Male,37,1,C,41,No,1-2 Year,Yes,27534,122,278,1
53482,Male,31,1,B,46,Yes,< 1 Year,No,19747,151,117,0
53483,Female,26,1,A,11,Yes,< 1 Year,No,25484,152,159,0
53484,Female,47,1,A,41,No,1-2 Year,Yes,35892,26,229,1
53485,Male,37,1,A,34,No,1-2 Year,Yes,47582,124,201,1
53486,Female,25,1,B,33,Yes,< 1 Year,No,36782,152,208,0
53487,Female,51,1,B,28,No,1-2 Year,Yes,33609,156,209,1
53488,Female,50,1,M,38,No,1-2 Year,Yes,39467,124,296,1
53489,Male,64,1,M,3,No,1-2 Year,No,38016,124,23,0
53490,Female,60,1,C,28,No,1-2 Year,Yes,86750,26,139,0
53491,Male,46,1,C,36,No,1-2 Year,Yes,49844,139,291,1
53492,Female,23,1,C,41,Yes,< 1 Year,No,50769,160,199,0
53493,Male,21,1,D,47,No,< 1 Year,Yes,32379,160,13,0
53494,Male,43,1,D,30,No,1-2 Year,Yes,2630,124,142,0
53495,Female,33,1,D,47,No,< 1 Year,Yes,31317,152,124,0
53496,Male,21,1,D,46,No,< 1 Year,Yes,31773,160,218,0
53497,Male,39,1,B,11,No,1-2 Year,No,37266,124,287,0
53498,Male,60,1,M,28,No,1-2 Year,Yes,65821,26,21,1
53499,Female,31,1,D,11,No,1-2 Year,Yes,29400,156,192,1
53500,Male,55,1,M,28,No,> 2 Years,Yes,101680,30,17,1
53501,Male,25,0,,30,Yes,< 1 Year,No,32766,152,218,0
53502,Male,55,1,D,28,No,1-2 Year,Yes,31697,26,81,1
53503,Male,80,1,B,28,No,1-2 Year,Yes,24214,157,89,1
53504,Female,34,1,D,47,No,1-2 Year,Yes,47269,26,76,1
53505,Male,45,1,B,28,Yes,1-2 Year,No,53432,26,137,0
53506,Female,21,1,D,15,No,< 1 Year,Yes,39251,152,52,0
53507,Male,24,1,M,29,Yes,< 1 Year,No,35158,152,176,0
53508,Male,25,1,B,30,Yes,< 1 Year,No,33893,152,269,0
53509,Female,42,1,A,28,No,1-2 Year,Yes,37380,26,200,1
53510,Female,45,1,D,28,No,1-2 Year,Yes,44916,26,203,1
53511,Male,56,1,C,46,Yes,1-2 Year,No,2630,119,107,0
53512,Male,64,1,D,28,Yes,1-2 Year,No,2630,122,258,0
53513,Male,21,1,C,8,Yes,< 1 Year,No,39440,152,100,0
53514,Female,55,1,B,15,No,1-2 Year,No,26787,152,226,0
53515,Male,39,1,C,8,No,1-2 Year,Yes,2630,156,22,0
53516,Female,28,1,M,43,No,1-2 Year,Yes,2630,156,169,0
53517,Male,23,1,B,47,No,< 1 Year,Yes,26667,160,187,0
53518,Female,48,1,M,47,Yes,1-2 Year,No,21628,30,25,0
53519,Male,53,1,A,7,No,1-2 Year,Yes,36561,26,34,1
53520,Female,52,1,C,28,No,1-2 Year,Yes,38215,26,180,0
53521,Male,40,1,A,50,No,1-2 Year,Yes,2630,25,268,0
53522,Male,27,1,D,37,No,< 1 Year,Yes,2630,160,279,0
53523,Female,23,1,B,37,No,< 1 Year,Yes,30434,160,295,1
53524,Female,27,1,C,8,Yes,< 1 Year,No,28908,152,217,0
53525,Female,36,1,C,46,No,1-2 Year,Yes,37517,124,170,0
53526,Male,27,1,A,28,No,< 1 Year,Yes,41801,26,290,1
53527,Female,47,1,C,35,No,1-2 Year,Yes,2630,26,60,0
53528,Female,53,1,D,28,Yes,1-2 Year,No,43490,55,212,0
53529,Female,69,1,C,8,No,> 2 Years,Yes,2630,7,28,1
53530,Female,29,1,C,27,No,< 1 Year,Yes,2630,152,275,0
53531,Male,50,1,C,28,No,> 2 Years,Yes,30950,26,183,0
53532,Female,61,0,,28,No,> 2 Years,Yes,53493,31,18,0
53533,Male,27,1,M,15,No,< 1 Year,No,50013,152,283,0
53534,Male,40,1,A,28,No,1-2 Year,Yes,2630,26,65,0
53535,Female,64,1,B,28,Yes,1-2 Year,No,40752,26,152,0
53536,Male,35,1,D,8,No,1-2 Year,Yes,39264,152,266,0
53537,Male,26,1,C,28,No,1-2 Year,Yes,28745,154,87,0
53538,Female,22,1,C,6,No,< 1 Year,Yes,31534,152,151,1
53539,Male,27,1,M,8,Yes,< 1 Year,No,45324,152,146,0
53540,Female,26,1,B,24,No,< 1 Year,Yes,34004,124,154,0
53541,Male,49,1,A,21,No,1-2 Year,Yes,32662,124,270,1
53542,Male,58,1,M,28,No,1-2 Year,Yes,34377,124,119,0
53543,Male,39,1,C,28,No,1-2 Year,Yes,28881,154,240,1
53544,Female,59,1,D,8,Yes,1-2 Year,No,39116,26,47,0
53545,Male,49,1,B,28,No,1-2 Year,Yes,23794,13,235,1
53546,Male,46,0,,46,Yes,1-2 Year,No,27158,124,20,0
53547,Male,29,1,D,28,Yes,1-2 Year,No,22135,124,95,0
53548,Female,25,1,C,30,Yes,< 1 Year,No,23684,152,264,0
53549,Male,47,1,M,0,No,1-2 Year,Yes,2630,24,64,0
53550,Male,38,1,D,11,No,1-2 Year,Yes,27397,124,94,0
53551,Male,24,1,C,41,No,< 1 Year,Yes,24651,152,285,1
53552,Female,49,1,B,28,No,> 2 Years,Yes,34133,124,267,1
53553,Male,49,1,C,29,No,1-2 Year,Yes,35726,26,26,0
53554,Female,62,1,M,46,Yes,1-2 Year,No,37627,152,73,0
53555,Male,42,1,M,39,No,1-2 Year,Yes,2630,124,37,1
53556,Female,24,1,A,41,No,< 1 Year,Yes,36710,152,117,0
53557,Female,54,1,M,41,No,1-2 Year,Yes,36692,156,117,0
53558,Female,23,0,,36,Yes,< 1 Year,Yes,42358,152,246,0
53559,Female,28,1,B,45,Yes,< 1 Year,No,25214,152,287,0
53560,Male,47,1,C,47,No,1-2 Year,Yes,34230,113,46,1
53561,Female,45,1,B,28,No,> 2 Years,Yes,45179,26,185,1
53562,Male,51,1,D,8,No,1-2 Year,Yes,2630,157,197,1
53563,Female,49,1,B,28,No,1-2 Year,Yes,32508,26,69,1
53564,Male,36,1,C,26,No,1-2 Year,Yes,35954,22,265,1
53565,Male,31,1,C,10,Yes,< 1 Year,No,22409,152,254,0
53566,Male,52,1,D,17,No,1-2 Year,Yes,28753,124,129,1
53567,Male,64,1,M,28,Yes,1-2 Year,No,21313,122,135,0
53568,Male,25,1,B,36,Yes,< 1 Year,No,36804,152,165,0
53569,Male,63,1,D,8,No,1-2 Year,Yes,34526,30,42,0
53570,Female,77,1,M,28,No,1-2 Year,Yes,27112,3,262,1
53571,Male,34,0,,22,No,1-2 Year,Yes,2630,157,166,1
53572,Male,25,1,A,29,Yes,< 1 Year,No,45214,152,112,0
53573,Female,32,1,C,28,No,1-2 Year,Yes,29597,124,141,1
53574,Male,52,1,A,1,No,1-2 Year,Yes,2630,124,86,0
53575,Male,21,0,,49,No,1-2 Year,Yes,2630,156,264,0
53576,Male,70,1,M,28,No,1-2 Year,Yes,42425,55,289,0
53577,Female,21,1,A,10,Yes,< 1 Year,No,36210,152,173,0
53578,Female,37,0,,28,No,1-2 Year,Yes,49369,26,83,1
53579,Male,25,1,C,33,Yes,< 1 Year,No,29529,152,126,0
53580,Female,27,1,M,3,Yes,< 1 Year,No,22052,152,198,0
53581,Female,49,1,M,8,No,1-2 Year,Yes,2630,7,269,1
53582,Female,23,1,M,8,Yes,< 1 Year,No,2630,152,118,0
53583,Male,46,1,B,48,No,1-2 Year,Yes,2630,154,228,0
53584,Female,32,1,M,49,No,1-2 Year,Yes,37871,154,48,1
53585,Female,42,1,A,28,No,1-2 Year,Yes,34534,150,149,1
53586,Male,23,1,D,38,Yes,1-2 Year,Yes,45284,124,157,1
53587,Female,54,1,D,51,Yes,1-2 Year,No,2630,26,180,0
53588,Female,52,1,M,28,No,> 2 Years,Yes,51939,26,95,1
53589,Female,44,1,C,28,No,1-2 Year,Yes,23856,26,298,0
53590,Female,54,0,,29,No,1-2 Year,Yes,52526,124,187,0
53591,Male,48,1,B,28,No,1-2 Year,Yes,27149,26,21,1
53592,Female,25,1,A,9,Yes,< 1 Year,No,2630,152,99,0
53593,Male,23,1,A,13,Yes,< 1 Year,No,22926,152,108,0
53594,Male,54,1,D,11,No,1-2 Year,Yes,39384,26,77,1
53595,Male,22,1,B,8,Yes,< 1 Year,No,28662,152,100,0
53596,Male,25,1,C,15,Yes,< 1 Year,No,38081,26,200,0
53597,Male,43,1,M,46,No,1-2 Year,Yes,23404,124,19,1
53598,Female,80,1,A,28,No,> 2 Years,Yes,30365,26,49,0
53599,Male,74,1,D,15,No,1-2 Year,Yes,34260,14,222,0
